NU_INSCRICAO,NU_ANO,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,CO_MUNICIPIO_NASCIMENTO,NO_MUNICIPIO_NASCIMENTO,CO_UF_NASCIMENTO,SG_UF_NASCIMENTO,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,IN_BAIXA_VISAO,IN_CEGUEIRA,IN_SURDEZ,IN_DEFICIENCIA_AUDITIVA,IN_SURDO_CEGUEIRA,IN_DEFICIENCIA_FISICA,IN_DEFICIENCIA_MENTAL,IN_DEFICIT_ATENCAO,IN_DISLEXIA,IN_DISCALCULIA,IN_AUTISMO,IN_VISAO_MONOCULAR,IN_OUTRA_DEF,IN_GESTANTE,IN_LACTANTE,IN_IDOSO,IN_ESTUDA_CLASSE_HOSPITALAR,IN_SEM_RECURSO,IN_BRAILLE,IN_AMPLIADA_24,IN_AMPLIADA_18,IN_LEDOR,IN_ACESSO,IN_TRANSCRICAO,IN_LIBRAS,IN_LEITURA_LABIAL,IN_MESA_CADEIRA_RODAS,IN_MESA_CADEIRA_SEPARADA,IN_APOIO_PERNA,IN_GUIA_INTERPRETE,IN_COMPUTADOR,IN_CADEIRA_ESPECIAL,IN_CADEIRA_CANHOTO,IN_CADEIRA_ACOLCHOADA,IN_PROVA_DEITADO,IN_MOBILIARIO_OBESO,IN_LAMINA_OVERLAY,IN_PROTETOR_AURICULAR,IN_MEDIDOR_GLICOSE,IN_MAQUINA_BRAILE,IN_SOROBAN,IN_MARCA_PASSO,IN_SONDA,IN_MEDICAMENTOS,IN_SALA_INDIVIDUAL,IN_SALA_ESPECIAL,IN_SALA_ACOMPANHANTE,IN_MOBILIARIO_ESPECIFICO,IN_MATERIAL_ESPECIFICO,IN_NOME_SOCIAL,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025,Q026,Q027
180009327796,2018,2112209,Timon,21,MA,34.0,M,1.0,1,1,2207702.0,Parnaíba,22.0,PI,1,5,1,3.0,0,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2211001,Teresina,22,PI,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1,,,,,,,,,,,,B,B,B,B,4,C,A,B,C,A,B,B,A,B,A,B,A,A,B,A,A,C,A,B,B,A,A
180012890374,2018,3557105,Votuporanga,35,SP,14.0,M,0.0,1,1,3557105.0,Votuporanga,35.0,SP,4,0,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3557105,Votuporanga,35,SP,1.0,1.0,1.0,1.0,448.0,454.0,457.0,460.0,523.1,671.3,661.6,738.0,CCAADAEEDCDAEEABADDECACBEEDDBDCCCEDACCADAACAC,ADECAADBACECBEEDBEDBABEBCBACCEBCAAECCDEDABACD,CBEDB99999ECADEABEADEAACABDADACDCCBCEEBBADCDABBCCD,ADDEDEEBCAADDEDEBECCBAECECEDBAADEABAECDADECDC,0,BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD,1.0,160.0,120.0,120.0,160.0,120.0,680.0,F,F,A,D,4,N,A,D,D,C,A,B,A,B,A,B,A,A,C,A,B,E,B,D,B,D,D
180008223824,2018,2506301,Guarabira,25,PB,20.0,F,0.0,2,1,2506301.0,Guarabira,25.0,PB,1,3,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506301,Guarabira,25,PB,1.0,1.0,1.0,1.0,447.0,451.0,455.0,459.0,409.2,531.7,389.0,438.1,AEEEBDBBCADADBBCCCDCCBEEDABACAACCADDBBDACBAAC,AAACCCBAEBBEBEEAAEDCAAEABDEBBCDCCBADEABADBCAD,99999ABEDADDAACEBDACAEACBAAABDBABCABABABEBBEBBDDBC,ABCBEECAABDDADCACAAAABDDEDACAEEECCDCEBBABBECB,1,BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED,CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE,BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA,ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB,1.0,120.0,120.0,120.0,120.0,120.0,600.0,E,E,B,B,5,B,A,B,D,A,A,B,A,A,A,B,A,A,B,A,A,D,A,B,B,A,E
180007859645,2018,3534807,Ouro Verde,35,SP,17.0,F,0.0,2,1,3514403.0,Dracena,35.0,SP,2,0,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3514403,Dracena,35,SP,1.0,1.0,1.0,1.0,450.0,453.0,458.0,461.0,452.3,505.5,448.5,544.9,BBDEDDDCDACDADBBBCEAACAAAACECBCADEDBECCAADACB,DABECDAECBADCAECDDAECAEDBDDDCABDECCCAABEDADCD,AEDBB99999DDADECBBEEADABBBECAEBCCACECABBADABCDAEBB,DEBEBEABDABECACDDDECBBDDBCBBCABDAACCECBABDCDA,0,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1.0,100.0,120.0,100.0,80.0,0.0,400.0,B,D,C,C,7,F,A,B,D,B,A,B,B,B,A,A,A,A,B,A,A,E,A,A,A,B,A
180013499517,2018,3523107,Itaquaquecetuba,35,SP,19.0,M,0.0,3,1,3550308.0,São Paulo,35.0,SP,1,2,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3523107,Itaquaquecetuba,35,SP,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,F,F,B,D,5,E,A,B,C,B,A,B,A,B,A,A,A,A,B,A,A,D,B,B,B,A,A
180009171732,2018,2611606,Recife,26,PE,42.0,F,2.0,2,1,2609402.0,Moreno,26.0,PE,1,9,1,3.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2611606,Recife,26,PE,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1,,,,,,,,,,,,B,E,D,C,5,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,D,A,B,B,A,B
180009943059,2018,2701308,Cajueiro,27,AL,17.0,F,0.0,3,1,2709400.0,Viçosa,27.0,AL,2,0,2,1.0,0,27026744.0,2701308.0,Cajueiro,27.0,AL,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2709400,Viçosa,27,AL,1.0,1.0,1.0,1.0,450.0,453.0,458.0,461.0,428.5,505.2,521.0,436.8,BBCCAAECEACBCADDAECABCEBDDADCCEACDBCEBCAABDEB,ABBADAEAACCABAABCACBEBADCDECABCCDAECACBDDCDEB,99999EEABBDEEBAECBBACBEACBDCBDDCEBEDBDADACABCCECBC,CCECCBDECCEBABADBDAACEBDBBCEEACDCABAECBCABDEC,1,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1.0,120.0,120.0,80.0,140.0,100.0,560.0,B,B,A,F,3,B,A,B,C,A,A,B,A,A,A,A,A,A,B,B,A,C,A,A,A,B,A
180011038704,2018,2933307,Vitória da Conquista,29,BA,25.0,M,0.0,2,1,2933307.0,Vitória da Conquista,29.0,BA,1,4,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2933307,Vitória da Conquista,29,BA,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,E,F,D,D,1,B,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,B,A,B,B,A,A
180008290373,2018,2607307,Ipubi,26,PE,16.0,F,0.0,2,1,2607307.0,Ipubi,26.0,PE,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2601102,Araripina,26,PE,1.0,1.0,1.0,1.0,449.0,454.0,457.0,462.0,491.8,575.7,524.4,487.6,CEDADAADADEBBAEABCBEDEBCEBEEDCAACEADBDEBDCBDE,BEECACBAEECEBDEEADEDEDEBDBAACBBADBEADCBDAABEA,CBBDE99999ECAEBABACEEBCABBADAEACCCBAEABCCBCEAACACB,BDCADDBCDBDBEBCEDADCEBBACECBAAEBDDBDCABECDADA,0,EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA,1.0,160.0,120.0,140.0,140.0,100.0,660.0,D,D,B,B,3,B,A,B,C,A,B,B,A,A,A,A,A,A,B,A,A,D,A,A,B,C,D
180013306363,2018,3554102,Taubaté,35,SP,16.0,F,0.0,3,1,3554102.0,Taubaté,35.0,SP,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3554102,Taubaté,35,SP,1.0,1.0,1.0,1.0,450.0,454.0,457.0,461.0,568.0,650.5,633.1,587.6,ADDCEEBCDDBCADCCBCBBACDEBBACAAAADACACADEEBCEB,BEDCABBBEDEABEEDAEBBCEECBEACCEDAECEABDBDAEACE,99999BBDCCEDADEAEABDEBABABDADACDCABCECBBADABCBEACD,CCBDDEECBAAECCDDBDAEDBAEDDAABDBDEACBECBEAADDE,1,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1.0,120.0,100.0,100.0,120.0,80.0,520.0,E,F,C,F,4,L,A,C,D,B,B,B,A,B,A,B,A,B,C,A,A,D,A,C,B,C,C
180010531930,2018,5002704,Campo Grande,50,MS,18.0,M,0.0,3,1,5002704.0,Campo Grande,50.0,MS,2,0,2,1.0,0,50022997.0,5002704.0,Campo Grande,50.0,MS,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5002704,Campo Grande,50,MS,1.0,1.0,1.0,1.0,447.0,453.0,458.0,459.0,630.2,651.5,625.9,767.5,AEDBDACADEDABAEDADBACCAADBDEAABCBACBEAAABAABC,EDBABBBEDDECBBAEEEDBCCBDCECDEDEEAAEAAEBDDABEE,ACDAB99999ACDEAEAAABCBADBBBCEBBDDBEABDCDBEEDECACAC,EADADCEABAAAADDABDAEAAAADEEACECDBDAEEEEBEDDAC,0,BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB,1.0,140.0,200.0,160.0,160.0,140.0,800.0,D,C,C,B,4,E,A,C,C,B,A,C,A,B,A,B,A,A,B,B,B,E,B,B,B,B,A
180011056962,2018,3509502,Campinas,35,SP,17.0,F,0.0,1,1,3509502.0,Campinas,35.0,SP,2,0,2,1.0,0,35018879.0,3509502.0,Campinas,35.0,SP,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3509502,Campinas,35,SP,1.0,1.0,1.0,1.0,450.0,452.0,456.0,461.0,591.4,622.3,614.9,584.1,ADBAECCAAACBEEDABBDBACDBECADDDDEBDBEBACEBDCCE,EAACACEBBACCCCDCBEEDDDAEEEEEEDCAEBEDBEEAAECBB,99999CEBDBEBEADECBBBDBBADABACCABBBACDECBCDDACDCDCE,BDBDCEEEABBBCADDDCBAEEACCEDACCACCABBADDAAEDBC,1,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC,BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1.0,160.0,140.0,120.0,140.0,120.0,680.0,D,D,C,F,2,F,A,B,D,B,A,B,B,B,A,B,A,B,C,A,A,D,B,A,B,B,A
180007532263,2018,2609600,Olinda,26,PE,19.0,F,0.0,3,1,2609600.0,Olinda,26.0,PE,1,1,1,3.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2609600,Olinda,26,PE,1.0,1.0,1.0,1.0,447.0,454.0,457.0,459.0,414.2,626.3,486.3,474.7,DCEBBEBEEEDDBDBCCABDCABACEBCBCDCEDBBCDAABBDCE,CEACADBADBECBCBDBEABECCBEAEDCEBECEEBBDBDADBED,99999DBADCABBCDABEDCCBBCDBCBEDACABCCDCBBCEBAABDBAE,EDCBADACBEDCDCCBDBDDBCBEACDBBCBACACCEBAACBECC,1,BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB,1.0,100.0,40.0,40.0,80.0,40.0,300.0,C,D,B,B,4,B,A,B,D,A,A,B,A,B,A,A,A,A,B,A,A,D,B,A,B,A,A
180009779858,2018,2210938,Sussuapara,22,PI,16.0,M,0.0,3,1,2208007.0,Picos,22.0,PI,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2208007,Picos,22,PI,1.0,1.0,1.0,1.0,448.0,451.0,455.0,460.0,487.5,607.0,594.0,559.7,EBDECAADDCCBBCEBCABEDCCDDACDDDBCBADCDDBEDEEBD,AACDDEAAECCAADEEDCABADEAABDEDAAACEBDAEDAEAEDC,99999BBCDBCDCBABCBACDDDCBABBEAECACEBAECABCDDCBCABD,AABDDDCDDEADACCEABECECBBABAEEBCADBBCCBACECABA,1,BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA,CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE,BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA,ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD,1.0,120.0,40.0,40.0,120.0,40.0,360.0,C,G,C,D,4,G,A,B,C,A,B,B,A,A,A,A,A,A,B,A,A,C,A,A,A,C,B
180012756915,2018,5005707,Naviraí,50,MS,22.0,M,0.0,3,1,5005707.0,Naviraí,50.0,MS,1,5,1,3.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5005707,Naviraí,50,MS,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1,,,,,,,,,,,,D,D,B,C,2,C,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,B,B,A,A
180012559650,2018,3550308,São Paulo,35,SP,16.0,M,0.0,4,1,3550308.0,São Paulo,35.0,SP,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3550308,São Paulo,35,SP,1.0,1.0,1.0,1.0,447.0,453.0,458.0,459.0,570.1,583.4,564.7,430.5,ECBBBBCACDBADCECDEDBEBBBDCDECCECAECBADEACBCDA,DCCCBBBEDBDCBABAECDDAEDDEDCCAAEABAECEABBAAEAB,BDDEB99999ACEBBECEEACDCCECBCBCBDCBCABACDBACBECBBAC,CDAECEBAAEDCBEADDADCCEABBEBCDCBAECBDEACADABCB,0,BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB,1.0,120.0,120.0,120.0,120.0,120.0,600.0,H,H,F,F,4,J,B,D,D,B,A,B,B,B,A,B,A,B,C,A,B,E,A,B,B,C,E
180013016313,2018,4320008,Sapucaia do Sul,43,RS,24.0,F,0.0,1,1,4320008.0,Sapucaia do Sul,43.0,RS,1,6,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4320008,Sapucaia do Sul,43,RS,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1,,,,,,,,,,,,B,B,B,B,6,E,A,B,C,B,A,B,A,B,A,B,A,A,D,B,B,E,B,B,B,A,A
180007742984,2018,2403806,Florânia,24,RN,23.0,M,0.0,1,1,2406106.0,Jucurutu,24.0,RN,1,5,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403103,Currais Novos,24,RN,1.0,1.0,1.0,1.0,448.0,452.0,456.0,460.0,582.6,549.5,409.0,576.9,ABDCECAEEDACBEEDACDCBAEADCBBCEBACACEACAEBADAE,CAAAACEBAEABADECAEBCDAEBCAEDABCAAABDEACDEBEAA,99999EBEEEBDBEABABACDABAABDADABCAECBAAECBAEDBAADCD,ACABEDAAAEAEDBCACBDEAAAACDEDBADEABAACDDABBCEA,1,BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA,AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC,BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB,ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD,1.0,120.0,120.0,120.0,120.0,80.0,560.0,B,B,A,A,3,B,A,B,C,B,A,B,A,A,A,A,A,A,B,A,A,D,A,A,B,A,A
180011638661,2018,3203007,Iúna,32,ES,18.0,F,0.0,3,1,3204906.0,São Mateus,32.0,ES,2,0,2,1.0,0,32048920.0,3203007.0,Iúna,32.0,ES,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3203007,Iúna,32,ES,1.0,1.0,1.0,1.0,449.0,452.0,456.0,462.0,490.8,435.1,531.7,616.4,DBCEBAABEDCBCADCDBADECABDCAADECACACDBECABDCBA,AECBDABEBECDABEADCBACADECCDBCAADCEBEDACECBCEC,99999CDBEAABEADACAECBABBDCBACCADABEDDAEBAACCEBCADD,ACCDBDDBACECBACBACEACBCAECBDCADBCCAADEDBCAABD,1,EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE,AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC,BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB,ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA,1.0,120.0,120.0,100.0,120.0,0.0,460.0,E,E,D,D,4,I,A,B,D,C,B,B,B,B,B,A,A,B,D,A,B,D,A,B,B,B,A
180012916064,2018,3169901,Ubá,31,MG,18.0,M,0.0,1,1,3169901.0,Ubá,31.0,MG,2,0,2,1.0,0,31181528.0,3156304.0,Rodeiro,31.0,MG,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3169901,Ubá,31,MG,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,E,C,C,C,5,G,A,B,D,B,B,B,B,B,A,B,A,A,B,B,B,D,A,B,B,B,A
180013997017,2018,3106200,Belo Horizonte,31,MG,19.0,M,0.0,3,1,3106200.0,Belo Horizonte,31.0,MG,1,2,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3106200,Belo Horizonte,31,MG,1.0,1.0,1.0,1.0,449.0,452.0,456.0,462.0,619.9,620.8,581.0,580.7,EEAEBBBBCDEBDDBAEDBCBEBABCADDECAABEABDCCDCADE,AEECAEDBABBEDEDEECEDDDAABEEBAEBDABEAEEADBDCBB,99999ABADBABEECACCDEDCAEBABEBCCBCAAADEABCDBADDCAAB,BCDBAEEAACDBDCABADECEBDBACBCEEECDABBBAABDCECD,1,EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE,AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC,BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB,ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA,1.0,120.0,100.0,100.0,80.0,0.0,400.0,E,D,B,C,4,E,A,B,D,A,A,B,B,B,A,B,A,A,B,A,A,D,A,A,B,A,A
180012242752,2018,3128105,Guapé,31,MG,15.0,F,3.0,1,1,3128105.0,Guapé,31.0,MG,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3107109,Boa Esperança,31,MG,1.0,1.0,1.0,1.0,450.0,454.0,457.0,461.0,520.4,622.6,571.7,466.8,DCBDBEBEABBDACEABDDBDECCBCADBDDBAADDEDEEBEDEC,BEEBAABACACDBAECACEBBDEBBEEBEACEEAECCCBBAECAE,CDEDC99999ECACBBBECDEEBCDBAEDEDCDABCECCBABADEECCCA,EEEBDBADAADECBDBCDAEEBCDCDEBBDABCADBBDDCEEBDA,0,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1.0,120.0,40.0,40.0,120.0,40.0,360.0,D,D,F,A,2,B,A,B,C,B,A,B,A,A,A,A,A,A,B,B,A,B,A,A,A,C,A
180013403741,2018,2805208,Pinhão,28,SE,32.0,F,0.0,2,1,2923803.0,Paripiranga,29.0,BA,1,12,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2923803,Paripiranga,29,BA,1.0,1.0,1.0,1.0,447.0,453.0,458.0,459.0,397.3,515.0,397.1,385.9,DABBEEBECAADADDCEDEBDBECAECEAAEAEBCECABDDEEBE,AAEBEDDECDACBECDEABCEEEDCBAEACEABBBAEDBCDEDEA,99999ACDACADBEBAEBBBEACCACAEDABABDBCBEAEABABAEDACD,CDEDDECADEBBCCDEDBACCEADEDBEEADBCCECACEDAAAAA,1,BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB,1.0,120.0,120.0,100.0,120.0,0.0,460.0,C,C,A,A,1,A,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A,A,A
